LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.999367202637284
Amygdala;ACURCY;STD;6.102443165152424e-05
Amygdala;DICE;MEAN;0.49710286771694107
Amygdala;DICE;STD;0.043257119470563966
Amygdala;HDRFDST;MEAN;13.018384262156093
Amygdala;HDRFDST;STD;1.1496395969374815
GreyMatter;ACURCY;MEAN;0.949559282693637
GreyMatter;ACURCY;STD;0.002957150414393112
GreyMatter;DICE;MEAN;0.6653545648541761
GreyMatter;DICE;STD;0.012879463126804375
GreyMatter;HDRFDST;MEAN;3.1369102172050014
GreyMatter;HDRFDST;STD;0.3997427787901501
Hippocampus;ACURCY;MEAN;0.997821098524787
Hippocampus;ACURCY;STD;0.0001723658146745208
Hippocampus;DICE;MEAN;0.4490048425199543
Hippocampus;DICE;STD;0.021425773393914823
Hippocampus;HDRFDST;MEAN;50.06948571834482
Hippocampus;HDRFDST;STD;2.7652486145849102
Thalamus;ACURCY;MEAN;0.9968582948648743
Thalamus;ACURCY;STD;0.0002969952271843195
Thalamus;DICE;MEAN;0.5406080698866189
Thalamus;DICE;STD;0.02671962609116225
Thalamus;HDRFDST;MEAN;46.42469871613033
Thalamus;HDRFDST;STD;1.2439248837960108
WhiteMatter;ACURCY;MEAN;0.9704907352366015
WhiteMatter;ACURCY;STD;0.0008518226976298655
WhiteMatter;DICE;MEAN;0.7426988006484339
WhiteMatter;DICE;STD;0.014482221306032434
WhiteMatter;HDRFDST;MEAN;4.9009030924841435
WhiteMatter;HDRFDST;STD;0.284866421466913
