SUBJECT;LABEL;ACURCY;DICE;HDRFDST
117122;Amygdala;0.9993801935589696;0.4006242336417345;13.341664064126334
117122;GreyMatter;0.9425372457332545;0.5718008713339381;4.0
117122;Hippocampus;0.9982769450101316;0.44942909760589317;15.84297951775486
117122;Thalamus;0.9977415161615941;0.5866891678093028;45.31004303683677
117122;WhiteMatter;0.9483183787883032;0.48740149108174885;5.0
118528;Amygdala;0.9992634251147138;0.36607142857142855;13.601470508735444
118528;GreyMatter;0.9409502092668037;0.6061375843621842;4.47213595499958
118528;Hippocampus;0.9978966694942382;0.4631182510960073;15.652475842498529
118528;Thalamus;0.9975899361969383;0.5898944725589423;42.44997055358225
118528;WhiteMatter;0.9525097088984587;0.5549458146810239;5.0
118730;Amygdala;0.9994057834845618;0.45095324315688573;11.357816691600547
118730;GreyMatter;0.9362599908775373;0.5650170032307318;3.605551275463989
118730;Hippocampus;0.9981259413951512;0.42105263157894735;13.74772708486752
118730;Thalamus;0.9977034770830113;0.578679129570495;45.661800227323496
118730;WhiteMatter;0.9474616926306432;0.4587397174381087;4.58257569495584
118932;Amygdala;0.9993756980315007;0.432523051131601;12.083045973594572
118932;GreyMatter;0.9379272552188175;0.5728696786086234;4.47213595499958
118932;Hippocampus;0.998015628067261;0.434070811006279;15.033296378372908
118932;Thalamus;0.9975717235471925;0.577937169418176;42.906875905849866
118932;WhiteMatter;0.9473373163706708;0.48834146407020657;4.69041575982343
120111;Amygdala;0.999308956739078;0.42975363835251595;10.0
120111;GreyMatter;0.9429385003773362;0.5860306188069754;4.0
120111;Hippocampus;0.9980543587654543;0.4415180491678523;13.74772708486752
120111;Thalamus;0.9974491916061816;0.5726754851791059;45.31004303683677
120111;WhiteMatter;0.95076313884183;0.5620087076537529;4.47213595499958
122317;Amygdala;0.9993978298590398;0.440085744908896;13.038404810405298
122317;GreyMatter;0.9420819294896112;0.5782606870965846;4.58257569495584
122317;Hippocampus;0.9983861056386709;0.4557857503789793;14.628738838327793
122317;Thalamus;0.9979299825054819;0.6105062247863619;47.05316142407437
122317;WhiteMatter;0.9480201754662007;0.5154798462222815;5.196152422706632
122620;Amygdala;0.9994088957728094;0.46258645986166425;13.152946437965905
122620;GreyMatter;0.9413759011371264;0.5871642743325262;4.123105625617661
122620;Hippocampus;0.9982013279327063;0.45710110639482293;15.556349186104045
122620;Thalamus;0.9977326403765915;0.5904472391105189;43.79497688091638
122620;WhiteMatter;0.949679716721829;0.4855066229341266;5.0990195135927845
123117;Amygdala;0.9993503386457788;0.392017259978425;13.0
123117;GreyMatter;0.9363020644038487;0.4880725853817606;5.196152422706632
123117;Hippocampus;0.9979321726342488;0.3677439819546752;16.911534525287763
123117;Thalamus;0.9974301720668902;0.5372000332143154;45.48626166217664
123117;WhiteMatter;0.9390095246394673;0.43180744317107955;5.477225575051661
123925;Amygdala;0.999381807338061;0.44511122607346093;11.40175425099138
123925;GreyMatter;0.943342406229925;0.5703904603661708;4.47213595499958
123925;Hippocampus;0.9980928589237776;0.45548790521638965;14.7648230602334
123925;Thalamus;0.9978811080529998;0.637206915607484;41.41255848169731
123925;WhiteMatter;0.9487275870579066;0.537135566958279;5.0
124422;Amygdala;0.999414198189824;0.5013736263736264;10.63014581273465
124422;GreyMatter;0.9437524213890742;0.5711247205073758;3.605551275463989
124422;Hippocampus;0.9983689304183411;0.48429185800714336;14.352700094407323
124422;Thalamus;0.9980043316136211;0.6417234029344204;45.67274898667694
124422;WhiteMatter;0.9482871406358913;0.4907775046027346;5.0
