LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.999285107389506
Amygdala;ACURCY;STD;7.113054399230941e-05
Amygdala;DICE;MEAN;0.49165782897645427
Amygdala;DICE;STD;0.044719100221957436
Amygdala;HDRFDST;MEAN;11.519066832603135
Amygdala;HDRFDST;STD;1.1878970098549564
GreyMatter;ACURCY;MEAN;0.9308818876235708
GreyMatter;ACURCY;STD;0.002167769933827688
GreyMatter;DICE;MEAN;0.5719972492356227
GreyMatter;DICE;STD;0.008883940865632954
GreyMatter;HDRFDST;MEAN;2.188854381999832
GreyMatter;HDRFDST;STD;0.09442719099991592
Hippocampus;ACURCY;MEAN;0.9976703139226831
Hippocampus;ACURCY;STD;5.724718712917344e-05
Hippocampus;DICE;MEAN;0.45417118294914627
Hippocampus;DICE;STD;0.020170220071858997
Hippocampus;HDRFDST;MEAN;11.28538164816135
Hippocampus;HDRFDST;STD;0.8603261331280345
Thalamus;ACURCY;MEAN;0.9985087297956298
Thalamus;ACURCY;STD;7.043053027518124e-05
Thalamus;DICE;MEAN;0.7244308523810289
Thalamus;DICE;STD;0.01761322433542239
Thalamus;HDRFDST;MEAN;7.5399593512891325
Thalamus;HDRFDST;STD;0.7409541017550044
WhiteMatter;ACURCY;MEAN;0.9546901665177956
WhiteMatter;ACURCY;STD;0.001906810270856365
WhiteMatter;DICE;MEAN;0.66584361775334
WhiteMatter;DICE;STD;0.022044769440722447
WhiteMatter;HDRFDST;MEAN;3.894062857571119
WhiteMatter;HDRFDST;STD;0.19045855529499556
