LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9992949744959507
Amygdala;ACURCY;STD;7.512919176060097e-05
Amygdala;DICE;MEAN;0.4924922345342915
Amygdala;DICE;STD;0.04738301407763185
Amygdala;HDRFDST;MEAN;11.483360422797412
Amygdala;HDRFDST;STD;1.1968430975403752
GreyMatter;ACURCY;MEAN;0.9290859128727584
GreyMatter;ACURCY;STD;0.0018555717827079305
GreyMatter;DICE;MEAN;0.5664494820363734
GreyMatter;DICE;STD;0.009572471648732298
GreyMatter;HDRFDST;MEAN;2.2574101540281286
GreyMatter;HDRFDST;STD;0.06402652958501642
Hippocampus;ACURCY;MEAN;0.9976612767597712
Hippocampus;ACURCY;STD;5.4987322145479516e-05
Hippocampus;DICE;MEAN;0.4536994255200545
Hippocampus;DICE;STD;0.020029278530814668
Hippocampus;HDRFDST;MEAN;11.165210737539308
Hippocampus;HDRFDST;STD;0.7987923299187071
Thalamus;ACURCY;MEAN;0.9984667023772925
Thalamus;ACURCY;STD;6.857543587814686e-05
Thalamus;DICE;MEAN;0.7186755621544314
Thalamus;DICE;STD;0.0169542719754567
Thalamus;HDRFDST;MEAN;7.625565330953277
Thalamus;HDRFDST;STD;0.6713816972210616
WhiteMatter;ACURCY;MEAN;0.9539566347587959
WhiteMatter;ACURCY;STD;0.0016464347394218014
WhiteMatter;DICE;MEAN;0.6521906741833235
WhiteMatter;DICE;STD;0.02068520891034805
WhiteMatter;HDRFDST;MEAN;3.8300837723641408
WhiteMatter;HDRFDST;STD;0.17452305484627254
