LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9993110546518971
Amygdala;ACURCY;STD;4.649206171960049e-05
Amygdala;DICE;MEAN;0.4584968494791541
Amygdala;DICE;STD;0.030200321371420463
Amygdala;HDRFDST;MEAN;12.255575156280905
Amygdala;HDRFDST;STD;1.0958456044307916
GreyMatter;ACURCY;MEAN;0.924660677010299
GreyMatter;ACURCY;STD;0.0016866449271783943
GreyMatter;DICE;MEAN;0.4978220918502476
GreyMatter;DICE;STD;0.007513999014904703
GreyMatter;HDRFDST;MEAN;3.2017147302753592
GreyMatter;HDRFDST;STD;0.22141089841691053
Hippocampus;ACURCY;MEAN;0.9976639740762525
Hippocampus;ACURCY;STD;5.324091201408368e-05
Hippocampus;DICE;MEAN;0.44315465710843593
Hippocampus;DICE;STD;0.021322882598259128
Hippocampus;HDRFDST;MEAN;10.785219968398827
Hippocampus;HDRFDST;STD;0.882626893568969
Thalamus;ACURCY;MEAN;0.9981965096494193
Thalamus;ACURCY;STD;7.72069867901036e-05
Thalamus;DICE;MEAN;0.6657407683116822
Thalamus;DICE;STD;0.018082421744644594
Thalamus;HDRFDST;MEAN;14.613048612416193
Thalamus;HDRFDST;STD;2.014648915111802
WhiteMatter;ACURCY;MEAN;0.9491676069811623
WhiteMatter;ACURCY;STD;0.0013937583218123452
WhiteMatter;DICE;MEAN;0.5364405913626218
WhiteMatter;DICE;STD;0.017534856458525927
WhiteMatter;HDRFDST;MEAN;4.357060640551408
WhiteMatter;HDRFDST;STD;0.12658030872828757
