LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9992823754920442
Amygdala;ACURCY;STD;7.231724121480501e-05
Amygdala;DICE;MEAN;0.48382994273994734
Amygdala;DICE;STD;0.04310840706562014
Amygdala;HDRFDST;MEAN;12.070188396699113
Amygdala;HDRFDST;STD;1.2290451855770455
GreyMatter;ACURCY;MEAN;0.9263510183925862
GreyMatter;ACURCY;STD;0.0021688264335732606
GreyMatter;DICE;MEAN;0.5630735687361975
GreyMatter;DICE;STD;0.007813350651210584
GreyMatter;HDRFDST;MEAN;2.674592221637205
GreyMatter;HDRFDST;STD;0.38282691644888334
Hippocampus;ACURCY;MEAN;0.9976966761568404
Hippocampus;ACURCY;STD;6.456196930775641e-05
Hippocampus;DICE;MEAN;0.45926671580461137
Hippocampus;DICE;STD;0.020579060374782427
Hippocampus;HDRFDST;MEAN;11.209845522179583
Hippocampus;HDRFDST;STD;0.8598624127558683
Thalamus;ACURCY;MEAN;0.9984566277849648
Thalamus;ACURCY;STD;5.95755974348311e-05
Thalamus;DICE;MEAN;0.7163355976200225
Thalamus;DICE;STD;0.015622002828874508
Thalamus;HDRFDST;MEAN;7.284712041289474
Thalamus;HDRFDST;STD;0.4826701518554365
WhiteMatter;ACURCY;MEAN;0.9548824944045091
WhiteMatter;ACURCY;STD;0.0020157252695252453
WhiteMatter;DICE;MEAN;0.6446411827288316
WhiteMatter;DICE;STD;0.019785078487621757
WhiteMatter;HDRFDST;MEAN;3.7783283373487735
WhiteMatter;HDRFDST;STD;0.15567586578289536
