LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9992604742043752
Amygdala;ACURCY;STD;7.602478593010282e-05
Amygdala;DICE;MEAN;0.4818135031428719
Amygdala;DICE;STD;0.045677315604959745
Amygdala;HDRFDST;MEAN;12.123734243009503
Amygdala;HDRFDST;STD;1.189566309576227
GreyMatter;ACURCY;MEAN;0.9309573779040674
GreyMatter;ACURCY;STD;0.0029861046060990918
GreyMatter;DICE;MEAN;0.5731144651150636
GreyMatter;DICE;STD;0.00781674647955638
GreyMatter;HDRFDST;MEAN;2.212461179749811
GreyMatter;HDRFDST;STD;0.07082039324993694
Hippocampus;ACURCY;MEAN;0.9977793592812872
Hippocampus;ACURCY;STD;5.676390796681155e-05
Hippocampus;DICE;MEAN;0.46683884961729094
Hippocampus;DICE;STD;0.020090432323705144
Hippocampus;HDRFDST;MEAN;11.058828629560454
Hippocampus;HDRFDST;STD;0.8380389859750356
Thalamus;ACURCY;MEAN;0.9985466074963038
Thalamus;ACURCY;STD;5.139806654910762e-05
Thalamus;DICE;MEAN;0.7292149513380087
Thalamus;DICE;STD;0.014997104790255051
Thalamus;HDRFDST;MEAN;6.541767334560459
Thalamus;HDRFDST;STD;0.5525216199188633
WhiteMatter;ACURCY;MEAN;0.9563475983336118
WhiteMatter;ACURCY;STD;0.0024082837141762388
WhiteMatter;DICE;MEAN;0.6772887976039647
WhiteMatter;DICE;STD;0.021807114374979907
WhiteMatter;HDRFDST;MEAN;3.7906388999105394
WhiteMatter;HDRFDST;STD;0.17622919872999396
