LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9992638746674606
Amygdala;ACURCY;STD;6.956223894107328e-05
Amygdala;DICE;MEAN;0.47793446008838
Amygdala;DICE;STD;0.04157760068570611
Amygdala;HDRFDST;MEAN;12.434215553336767
Amygdala;HDRFDST;STD;1.2207717121386883
GreyMatter;ACURCY;MEAN;0.9290517353370014
GreyMatter;ACURCY;STD;0.002782317470469354
GreyMatter;DICE;MEAN;0.5633881379407849
GreyMatter;DICE;STD;0.007037334225550304
GreyMatter;HDRFDST;MEAN;2.342778860141484
GreyMatter;HDRFDST;STD;0.10671088264169402
Hippocampus;ACURCY;MEAN;0.9977223698253741
Hippocampus;ACURCY;STD;4.963827632667032e-05
Hippocampus;DICE;MEAN;0.4608218718057137
Hippocampus;DICE;STD;0.019421180950939622
Hippocampus;HDRFDST;MEAN;11.217224129838378
Hippocampus;HDRFDST;STD;0.879706099201117
Thalamus;ACURCY;MEAN;0.9984853415257982
Thalamus;ACURCY;STD;5.313800106253997e-05
Thalamus;DICE;MEAN;0.7184653783141188
Thalamus;DICE;STD;0.014798156818177626
Thalamus;HDRFDST;MEAN;6.751002586134698
Thalamus;HDRFDST;STD;0.5691784272111978
WhiteMatter;ACURCY;MEAN;0.9553139382445934
WhiteMatter;ACURCY;STD;0.0021539697984237134
WhiteMatter;DICE;MEAN;0.6568575266668099
WhiteMatter;DICE;STD;0.020255092822061727
WhiteMatter;HDRFDST;MEAN;3.921197167462953
WhiteMatter;HDRFDST;STD;0.15560454325151335
