LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9992571198492639
Amygdala;ACURCY;STD;6.93821229875769e-05
Amygdala;DICE;MEAN;0.47194826622199815
Amygdala;DICE;STD;0.0408930337140544
Amygdala;HDRFDST;MEAN;13.216616065514302
Amygdala;HDRFDST;STD;1.2333125219461991
GreyMatter;ACURCY;MEAN;0.9274000554909467
GreyMatter;ACURCY;STD;0.0026292293373543028
GreyMatter;DICE;MEAN;0.5548705073014308
GreyMatter;DICE;STD;0.006857834274820802
GreyMatter;HDRFDST;MEAN;2.765612046876011
GreyMatter;HDRFDST;STD;0.22669363946586957
Hippocampus;ACURCY;MEAN;0.9976780370083349
Hippocampus;ACURCY;STD;4.8560914373353295e-05
Hippocampus;DICE;MEAN;0.45617625195925066
Hippocampus;DICE;STD;0.019336173063167664
Hippocampus;HDRFDST;MEAN;11.704049093771111
Hippocampus;HDRFDST;STD;0.7843690525483684
Thalamus;ACURCY;MEAN;0.9984573194045755
Thalamus;ACURCY;STD;5.423554690613024e-05
Thalamus;DICE;MEAN;0.7131561164225416
Thalamus;DICE;STD;0.015209982353229588
Thalamus;HDRFDST;MEAN;6.982392565888293
Thalamus;HDRFDST;STD;0.49617945929665047
WhiteMatter;ACURCY;MEAN;0.954433126089517
WhiteMatter;ACURCY;STD;0.0019693797817992133
WhiteMatter;DICE;MEAN;0.6372039954619476
WhiteMatter;DICE;STD;0.018824574730974344
WhiteMatter;HDRFDST;MEAN;3.998786863800926
WhiteMatter;HDRFDST;STD;0.09850694337534037
