LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9993711563960577
Amygdala;ACURCY;STD;4.803444113447623e-05
Amygdala;DICE;MEAN;0.48247324526751695
Amygdala;DICE;STD;0.032946235700277854
Amygdala;HDRFDST;MEAN;19.44399300614518
Amygdala;HDRFDST;STD;3.798833502139485
GreyMatter;ACURCY;MEAN;0.9372331342506284
GreyMatter;ACURCY;STD;0.001964656049853821
GreyMatter;DICE;MEAN;0.6066578413731497
GreyMatter;DICE;STD;0.014852512185900009
GreyMatter;HDRFDST;MEAN;2.9887070397768714
GreyMatter;HDRFDST;STD;0.2600581288638584
Hippocampus;ACURCY;MEAN;0.9977018402499329
Hippocampus;ACURCY;STD;0.00016519552172681763
Hippocampus;DICE;MEAN;0.4526855150904613
Hippocampus;DICE;STD;0.01634989771576299
Hippocampus;HDRFDST;MEAN;18.622843135254573
Hippocampus;HDRFDST;STD;0.9432462879341694
Thalamus;ACURCY;MEAN;0.9978801167315579
Thalamus;ACURCY;STD;0.00024404386063089367
Thalamus;DICE;MEAN;0.6454087448910877
Thalamus;DICE;STD;0.026067763068389493
Thalamus;HDRFDST;MEAN;50.98845385288708
Thalamus;HDRFDST;STD;2.208522966148123
WhiteMatter;ACURCY;MEAN;0.9604148634126194
WhiteMatter;ACURCY;STD;0.0019564292660758874
WhiteMatter;DICE;MEAN;0.6940010580542566
WhiteMatter;DICE;STD;0.018662514225334787
WhiteMatter;HDRFDST;MEAN;4.377834046618761
WhiteMatter;HDRFDST;STD;0.18592756725563309
