SUBJECT;LABEL;ACURCY;DICE;HDRFDST
117122;Amygdala;0.9994429004036638;0.4951425885302413;13.416407864998739
117122;GreyMatter;0.952591204742574;0.6852295887324461;2.449489742783178
117122;Hippocampus;0.9985982023192541;0.571780696503398;14.491376746189438
117122;Thalamus;0.9985572814922938;0.717981072555205;38.01315561749642
117122;WhiteMatter;0.971041310554611;0.7654656378802519;4.123105625617661
118528;Amygdala;0.9993365062535668;0.4477067741316446;13.74772708486752
118528;GreyMatter;0.9501754927126923;0.6948740718988113;3.605551275463989
118528;Hippocampus;0.99826922192448;0.5507584597432905;14.7648230602334
118528;Thalamus;0.9983718121667186;0.7069806036718183;24.596747752497688
118528;WhiteMatter;0.9744039651013355;0.7959984822969866;3.605551275463989
118730;Amygdala;0.9994643406115923;0.5487035058754978;11.224972160321824
118730;GreyMatter;0.947513564101438;0.6879525214417638;2.8284271247461903
118730;Hippocampus;0.9983292775606668;0.5235058189230061;12.206555615733702
118730;Thalamus;0.9984250668767346;0.7003268045533305;33.436506994600975
118730;WhiteMatter;0.9700705071612024;0.7411081874173038;3.605551275463989
118932;Amygdala;0.999438404876195;0.5169541939321832;12.449899597988733
118932;GreyMatter;0.949140138155628;0.6948371354428909;3.605551275463989
118932;Hippocampus;0.9982514703544747;0.5255090869279615;13.341664064126334
118932;Thalamus;0.9984051251779623;0.7089118909366322;32.4037034920393
118932;WhiteMatter;0.9716087844451061;0.7698925052644954;4.0
120111;Amygdala;0.9993700498046808;0.5147829175175352;9.486832980505138
120111;GreyMatter;0.9525388721920388;0.6874625685152728;3.0
120111;Hippocampus;0.9984252974166048;0.5487994187006638;12.529964086141668
120111;Thalamus;0.9981933743071845;0.6785091587864864;31.38470965295043
120111;WhiteMatter;0.9747936927519072;0.8114103174438901;3.1622776601683795
122317;Amygdala;0.9995193243706348;0.5752699124057853;13.379088160259652
122317;GreyMatter;0.9536007388341761;0.6970107314987591;3.0
122317;Hippocampus;0.9987479379649485;0.5736044594488499;12.569805089976535
122317;Thalamus;0.9987501280937153;0.7424893723133921;37.86819245752297
122317;WhiteMatter;0.9730599176580745;0.7917985484613815;4.0
122620;Amygdala;0.9994553495566545;0.5490121217905889;13.601470508735444
122620;GreyMatter;0.9522394009006501;0.7021183440035371;3.1622776601683795
122620;Hippocampus;0.9985451781491084;0.5781610347939437;14.696938456699069
122620;Thalamus;0.9985369939837163;0.7251624079688177;38.742741255621034
122620;WhiteMatter;0.9699188119266113;0.7424492893652005;4.358898943540674
123117;Amygdala;0.9994120080610571;0.4962970277476054;13.0
123117;GreyMatter;0.9464235715951365;0.6550580468100043;4.69041575982343
123117;Hippocampus;0.9982118174968004;0.5165331754293015;14.142135623730951
123117;Thalamus;0.9981959102457566;0.6757008764841176;35.9722114972099
123117;WhiteMatter;0.9661696572874978;0.7322541563882118;5.0
123925;Amygdala;0.999458231305032;0.5390349156531973;11.575836902790225
123925;GreyMatter;0.952605152404721;0.6766165084738297;3.0
123925;Hippocampus;0.9983638585411967;0.5488239033693579;13.564659966250536
123925;Thalamus;0.9986069628343217;0.7477088160998726;26.28687885618983
123925;WhiteMatter;0.971944450496116;0.7850147157025202;4.0
124422;Amygdala;0.9994988063221871;0.5942515864128406;11.532562594670797
124422;GreyMatter;0.9531290542597486;0.677924269007006;2.449489742783178
124422;Hippocampus;0.998682579911747;0.5909887986257739;12.206555615733702
124422;Thalamus;0.9988271284103619;0.7710241465445462;34.655446902326915
124422;WhiteMatter;0.9690909432527263;0.745835327794655;3.7416573867739413
