LABEL;METRIC;STATISTIC;VALUE
Amygdala;ACURCY;MEAN;0.9989595850927848
Amygdala;ACURCY;STD;8.202969237768264e-05
Amygdala;DICE;MEAN;0.36161289803149854
Amygdala;DICE;STD;0.04399936748869559
Amygdala;HDRFDST;MEAN;29.4727159726096
Amygdala;HDRFDST;STD;4.249589768187404
GreyMatter;ACURCY;MEAN;0.9265283150797629
GreyMatter;ACURCY;STD;0.004767332107205361
GreyMatter;DICE;MEAN;0.5083635429573834
GreyMatter;DICE;STD;0.016768682256340636
GreyMatter;HDRFDST;MEAN;4.844929647288966
GreyMatter;HDRFDST;STD;0.8524416184234621
Hippocampus;ACURCY;MEAN;0.9971896844012921
Hippocampus;ACURCY;STD;0.00024974223597663847
Hippocampus;DICE;MEAN;0.31265422961822065
Hippocampus;DICE;STD;0.023125806145824317
Hippocampus;HDRFDST;MEAN;21.656573038011135
Hippocampus;HDRFDST;STD;0.8904180194095339
Thalamus;ACURCY;MEAN;0.9978261934559184
Thalamus;ACURCY;STD;0.00017857530546208913
Thalamus;DICE;MEAN;0.5749703035147202
Thalamus;DICE;STD;0.025335009859069193
Thalamus;HDRFDST;MEAN;31.317994117922854
Thalamus;HDRFDST;STD;4.86654337592399
WhiteMatter;ACURCY;MEAN;0.9418786855400437
WhiteMatter;ACURCY;STD;0.0026889826569188547
WhiteMatter;DICE;MEAN;0.5212622809673919
WhiteMatter;DICE;STD;0.03616986178127885
WhiteMatter;HDRFDST;MEAN;5.588698047316404
WhiteMatter;HDRFDST;STD;0.25778699719306014
