SUBJECT;LABEL;ACURCY;DICE;HDRFDST
117122;Amygdala;0.999240486397629;0.43476022990477825;14.89966442575134
117122;GreyMatter;0.941276999532811;0.6272703926530917;2.23606797749979
117122;Hippocampus;0.9985080612300062;0.5621003484792096;14.7648230602334
117122;Thalamus;0.998780905166387;0.7571973001515221;9.433981132056603
117122;WhiteMatter;0.9652013898326615;0.7437065964852704;3.3166247903554
118528;Amygdala;0.9990955920892088;0.4056060606060606;14.798648586948742
118528;GreyMatter;0.938315599630168;0.6336076158237581;2.8284271247461903
118528;Hippocampus;0.9981787350254269;0.5425858375311216;15.033296378372908
118528;Thalamus;0.9984820102246738;0.7268239052419773;17.233687939614086
118528;WhiteMatter;0.9670789065355633;0.7528372654939707;3.0
118730;Amygdala;0.9993128759168715;0.5150898885544619;12.767145334803704
118730;GreyMatter;0.9362264473264233;0.6391931549909351;2.23606797749979
118730;Hippocampus;0.9981650179031499;0.508019902957629;12.68857754044952
118730;Thalamus;0.9985847157368475;0.7282064904591137;12.449899597988733
118730;WhiteMatter;0.9667523468094261;0.7335573141881125;3.0
118932;Amygdala;0.9992189309197653;0.4539887187751813;14.071247279470288
118932;GreyMatter;0.9403502292546104;0.6525823077661579;2.23606797749979
118932;Hippocampus;0.9981678996515274;0.5178668931626524;14.0
118932;Thalamus;0.9985440254497574;0.7374394578751533;12.529964086141668
118932;WhiteMatter;0.9672363652669093;0.75621943458594;3.0
120111;Amygdala;0.9992003724602143;0.47704485488126647;10.246950765959598
120111;GreyMatter;0.9416430968466872;0.6250717436882217;2.23606797749979
120111;Hippocampus;0.9982205780118679;0.520277199415768;12.806248474865697
120111;Thalamus;0.9983950966936087;0.7103779668420943;15.937377450509228
120111;WhiteMatter;0.9667487734414381;0.769666985526734;3.0
122317;Amygdala;0.999367859675914;0.524948024948025;13.892443989449804
122317;GreyMatter;0.9417565224628252;0.6359323020655377;2.23606797749979
122317;Hippocampus;0.9985086375796818;0.533799365811473;13.45362404707371
122317;Thalamus;0.998822632882893;0.7553884471692691;12.0
122317;WhiteMatter;0.9669606395821511;0.7620989830778578;3.1622776601683795
122620;Amygdala;0.9993569090320795;0.5391922028578509;14.247806848775006
122620;GreyMatter;0.9406620344290547;0.6463011594047555;2.449489742783178
122620;Hippocampus;0.9983275485116404;0.5509022812393599;15.066519173319364
122620;Thalamus;0.9987201579105895;0.7555535985557341;11.575836902790225
122620;WhiteMatter;0.9658738746340324;0.7323626619995371;3.1622776601683795
123117;Amygdala;0.9992402558577588;0.4657534246575342;13.96424004376894
123117;GreyMatter;0.9414746874715068;0.6404557081066076;2.8284271247461903
123117;Hippocampus;0.9982751006911701;0.5355679702048417;13.92838827718412
123117;Thalamus;0.9983924454851014;0.7130570758405004;17.0
123117;WhiteMatter;0.9689407465272915;0.773663643786183;3.0
123925;Amygdala;0.9992986977148542;0.49702380952380953;12.806248474865697
123925;GreyMatter;0.9426764918148548;0.6270636071710864;2.23606797749979
123925;Hippocampus;0.99833296619859;0.5501990544911669;13.416407864998739
123925;Thalamus;0.9987587733388479;0.7722022424370637;13.0
123925;WhiteMatter;0.9682618066095551;0.7683088967875703;3.1622776601683795
124422;Amygdala;0.999359790780457;0.5583651399491094;12.083045973594572
124422;GreyMatter;0.9389078565567095;0.6085407360136141;2.23606797749979
124422;Hippocampus;0.9985071390705255;0.569176008782143;13.0
124422;Thalamus;0.9989655676024165;0.7911857781087118;11.661903789690601
124422;WhiteMatter;0.9634443302119388;0.7168844803405268;3.3166247903554
